Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
915859088,92.071938,-7.851079,-59.182850,-0.549297,-0.029414,0.663844
915861593,91.762695,-2.620104,-59.448235,-0.153654,-0.129090,0.214578
915864098,90.052963,1.755498,-59.532551,-0.248504,0.123695,1.437565
915866604,88.226974,2.362886,-60.309532,-0.684205,-0.259189,1.890562
915869109,89.575546,-2.128041,-61.921944,-0.301889,-0.621073,0.964322
915871614,94.033607,-8.860990,-63.864639,-0.258271,0.056057,1.133778
915874120,98.367317,-14.440956,-65.253281,-0.503857,0.202860,0.784205
915876625,99.527245,-14.677550,-66.229103,-0.030871,-0.222996,-0.246562
915879130,96.843834,-9.571515,-66.971474,0.182746,0.065285,0.294394
915881635,92.818184,-1.913354,-67.872879,-0.474248,0.164334,1.446558
915884141,90.866203,3.134271,-68.800217,-0.072851,-0.338637,0.949217
915886646,91.660919,2.227088,-69.597527,-0.244137,0.136843,1.693852
915889151,93.495453,-2.996131,-70.368225,-0.597190,0.333150,1.573204
915891657,95.270958,-10.470535,-70.972580,-0.327848,-0.222807,0.249529
915894162,96.372307,-14.237030,-71.427299,-0.342459,0.211702,0.152114
915896667,94.239326,-12.294105,-71.769501,-0.182673,0.424965,0.539287
915899172,90.580086,-6.826880,-72.142029,-0.207945,-0.091633,0.889673
915901678,90.881142,-1.897097,-72.775482,-0.101404,-0.146627,1.004561
915904183,95.145119,0.001686,-73.687302,-0.052583,0.064518,1.255617
915906688,98.072510,-0.838356,-74.855751,-0.264336,0.151107,1.273780
915909194,97.471130,-4.238424,-76.574524,-0.305644,-0.106470,1.239022
915911699,97.908707,-10.128192,-78.678246,-0.653389,-0.248386,1.082596
915914204,100.356270,-15.404232,-81.027618,-0.536110,-0.039366,0.318272
915916710,102.311661,-16.546738,-83.103813,-0.301059,0.084512,-0.029053
915919215,103.102142,-12.099604,-84.409241,-0.355673,0.229024,-0.125113
915921720,103.092339,-2.672744,-84.343346,-0.136201,0.478864,0.061743
915924225,103.808815,6.625968,-82.341324,0.031693,0.779457,1.191600
915926731,107.816467,9.660132,-78.576797,-0.531401,0.825784,2.016297
915929237,116.639412,6.130866,-73.481850,-0.460763,0.569198,1.140296
915931741,125.343987,-1.292074,-68.171188,-0.099785,0.808674,0.911951
915934247,132.343781,-8.534867,-63.216644,-0.795529,0.761830,1.470870
915936765,139.646973,-12.671665,-59.090153,-0.505027,0.122297,-0.187846
915939257,146.885651,-11.026771,-55.892887,-0.073971,0.284941,-0.386217
915941762,148.153793,-3.487758,-54.571987,-0.589510,0.462360,1.145693
915944268,143.885574,3.440543,-55.598820,-0.638358,-0.286010,1.371761
915946773,140.052628,4.962567,-57.998600,-0.575450,0.051197,1.368807
915949278,134.456421,2.464817,-59.995602,-0.473733,0.929244,1.668723
915951784,126.240501,-4.487488,-59.892426,-0.421326,0.975162,2.017297
915954289,121.126999,-13.632976,-57.270210,-0.534629,0.667414,1.630728
915956794,120.700073,-23.017557,-53.151665,-0.264744,0.731880,1.091804
915959299,120.209564,-28.812204,-49.432121,-0.457009,0.709629,0.985688
915961805,116.063629,-30.229771,-47.183826,-0.507714,0.403471,0.592293
915964310,113.076683,-29.265680,-46.620449,-0.448213,0.091872,0.626418
915966815,112.835396,-28.226456,-48.006466,-0.544339,0.145624,0.915230
915969320,112.233566,-27.179642,-51.391426,-0.340675,0.050366,1.024473
915971826,110.662781,-28.501589,-56.062275,-0.276852,-0.101885,1.088759
915974331,112.445999,-32.611862,-61.189381,-0.477790,-0.060068,1.342927
915976836,114.352768,-38.546677,-66.269073,-0.119956,0.118015,0.724906
915979342,113.149948,-42.422432,-70.898514,-0.092852,0.753374,0.362893
915981847,109.563171,-41.748516,-73.971916,-0.131917,0.628221,-0.077670
915984352,104.505112,-36.158981,-75.247635,0.040299,0.678804,-0.184956
915986857,100.661346,-28.258156,-75.905556,-0.022153,0.915405,0.294519
915989363,96.941757,-21.754351,-76.937393,-0.094633,0.341758,0.661452
915991868,94.201439,-17.921053,-78.779541,0.068302,0.551677,0.321872
915994373,89.209465,-14.150331,-81.401764,0.454741,0.846396,0.157427
915996879,80.196808,-8.927476,-84.362617,0.495401,0.635612,0.567938
915999384,70.147270,-3.648427,-86.773674,0.301638,0.704809,0.671874
916001889,61.495560,1.750315,-87.976761,0.299380,1.198616,0.223647
916004395,52.293468,7.387785,-88.388130,0.122261,1.115444,0.347993
916006900,43.211433,13.570855,-88.311203,-0.089753,0.853184,0.353708
916009405,34.983334,20.184378,-88.901215,0.125962,0.612848,0.290909
916011911,25.909283,24.004957,-91.083618,-0.298915,0.491426,1.406562
916014416,17.148985,24.003578,-95.415459,-0.841384,0.204018,1.775484
916016921,10.285088,19.572813,-101.240082,-0.523433,-0.013807,1.021749
916019426,5.617537,13.995509,-108.050720,-0.600560,0.230103,1.554747
916021932,0.036300,9.025352,-115.096199,-0.745919,0.080566,1.577832
916024437,-3.229939,3.512780,-122.093445,-0.659492,-0.026220,1.489774
916026942,-3.026140,-3.822907,-127.600899,-0.998660,0.456591,2.117472
916029447,0.586610,-13.530490,-131.319122,-1.191307,1.029747,2.210836
916031953,3.399554,-22.461443,-132.119339,-0.818970,0.915179,0.963805
916034458,1.632899,-25.512196,-130.739914,-0.659429,1.149892,0.746938
916036963,-6.413019,-24.687229,-128.703934,-0.985635,0.708516,1.896118
916039468,-14.757471,-26.777138,-127.899544,-1.245199,0.162357,2.549708
916041974,-15.661216,-34.865498,-128.558853,-1.037069,0.190448,1.786453
916044479,-9.863542,-44.215977,-129.251862,-0.625449,0.727358,0.947270
916046984,-5.777532,-48.767673,-129.420074,-0.465660,0.887354,0.767018
916049490,-6.082741,-48.708557,-129.176056,-0.692969,0.584422,1.091942
916051995,-7.181190,-47.008617,-129.038879,-0.726400,0.532899,1.028572
916054500,-8.582878,-46.281944,-129.028595,-0.521791,0.778209,0.939896
916057006,-9.496202,-47.745678,-128.550507,-0.487630,0.957061,1.100758
916059511,-8.278739,-50.912380,-126.940529,-0.221245,0.851602,0.437867
916062016,-4.994850,-51.888783,-124.413666,0.168198,0.848060,-0.281452
916064521,-2.083686,-47.029469,-121.359726,0.312223,0.888517,-0.275539
916067027,0.821082,-36.880486,-117.905090,0.266144,0.809908,0.210329
916069532,3.846531,-25.636494,-114.443268,0.237219,0.717412,0.706167
916072037,4.436359,-15.432402,-110.858429,0.278827,1.002641,0.986758
916074542,1.316323,-9.370029,-107.834290,0.039669,1.035304,1.179125
916077048,-3.381184,-8.113837,-105.322807,-0.220114,0.605659,1.185261
916079553,-8.802752,-10.868719,-103.927734,-0.100975,0.631068,0.693444
916082079,-13.246193,-14.468283,-103.633293,-0.217035,0.568387,0.489515
916084579,-14.765620,-16.659386,-104.067276,-0.291979,0.267978,0.448813
916087072,-13.605861,-16.591633,-105.101585,-0.123350,0.345441,0.518105
916089574,-10.743825,-13.296412,-106.180290,0.154343,0.378419,0.477884
916092080,-7.520770,-7.022560,-106.693977,0.304821,0.282254,0.345044
916094585,-5.580452,0.582601,-106.284348,0.012634,0.681499,0.531136
916097090,-9.612385,9.265757,-105.057007,-0.143377,0.973543,0.692040
916099595,-16.506002,13.740396,-102.514877,-0.493596,0.816184,1.215271
916102101,-16.696609,11.837795,-98.526787,-0.892886,0.623096,1.453230
916104606,-11.097926,5.200802,-93.744652,-0.620058,0.815108,0.591602
916107111,-7.205995,0.933931,-89.424553,-0.558260,0.939213,0.391701
916109617,-7.763061,1.283084,-85.964905,-0.727711,0.440918,0.896402
916112122,-7.403140,3.163162,-84.498322,-0.708442,-0.123618,1.045037
916114627,-8.498796,5.050655,-85.572159,-0.548783,-0.169590,1.283921
916117132,-11.960812,4.328570,-89.261940,-0.684569,-0.216168,1.888567
916119638,-12.857299,0.030064,-94.441017,-0.714122,-0.593693,1.709855
916122143,-7.781774,-7.844834,-99.303566,-0.436662,-0.205170,1.504283
916124648,0.335521,-15.719253,-102.662010,-0.423204,0.439477,1.430304
916127154,6.617301,-21.296621,-103.633553,-0.405680,0.415826,0.787106
916129659,10.210115,-23.178751,-102.508339,-0.377276,0.556820,0.509881
916132164,9.288986,-21.731358,-100.070152,-0.500416,0.826466,0.775841
916134669,4.284645,-19.139372,-97.184494,-0.607423,0.662772,0.926565
916137175,-2.728646,-17.159327,-94.477493,-0.396169,0.557700,1.012769
916139680,-9.433204,-18.339630,-92.157425,-0.345553,0.541780,1.311819
916142185,-11.807644,-21.937847,-91.082649,-0.313071,-0.119486,0.866145
916144690,-9.913066,-25.761086,-92.086258,0.051506,-0.470516,0.297030
916147196,-5.031573,-27.075647,-95.083763,0.028538,-0.107065,0.356919
916149701,0.698754,-22.911572,-98.773552,0.083399,-0.231927,-0.180162
916152207,5.814512,-14.493361,-102.007011,0.243090,-0.094852,0.053548
916154712,9.525071,-4.988916,-103.954735,-0.034053,0.497959,1.089663
916157217,11.956107,1.465612,-104.464218,-0.097584,0.394357,0.854476
916159722,13.657389,3.350997,-103.548126,-0.126091,0.413791,0.496815
916162228,14.262084,3.710397,-101.911209,-0.264612,0.795594,0.735604
916164733,11.880714,3.329442,-99.359146,-0.330524,0.751770,0.998526
916167238,13.275829,1.312079,-96.165764,-0.525262,0.440094,1.158857
916169744,18.508461,-0.879110,-92.987854,-0.395000,0.352577,0.813583
916172249,22.829342,-0.875755,-91.488464,-0.046579,0.195366,0.590625
916174754,23.192980,2.168283,-92.014099,-0.126907,-0.161751,0.751533
916177259,22.647762,5.340312,-94.535797,-0.266928,-0.210323,1.055330
916179765,22.412136,5.962727,-98.046310,-0.282170,0.051800,1.378811
916182270,22.301165,2.569106,-101.039803,-0.469585,0.431485,1.337014
916184775,22.856337,-1.560729,-102.161812,-0.223657,0.573136,0.705637
916187281,22.428982,-4.061359,-100.722908,-0.120385,0.870380,0.619468
916189786,21.142414,-4.503471,-97.508560,-0.553223,1.010795,1.095191
916192291,21.253485,-4.216941,-93.263824,-0.516436,0.589548,0.590555
916194796,23.375025,-4.351621,-89.029510,-0.479491,0.513784,0.563069
916197302,24.706951,-4.179657,-85.820602,-0.662729,0.522262,1.289207
916199807,23.609201,-5.159295,-84.853508,-0.573208,0.025473,1.353873
916202312,25.076626,-8.375563,-85.790672,-0.497723,-0.297740,1.089842
916204818,32.149948,-11.088095,-87.836227,-0.225423,-0.256436,0.819997
916207323,42.022205,-12.276156,-89.335983,-0.148875,0.178282,0.994537
916209828,50.000889,-10.614076,-89.838936,-0.255055,0.451521,1.456696
916212333,55.113480,-10.060809,-88.520508,-0.507874,0.541151,1.707819
916214839,58.578522,-11.100419,-85.327980,-0.668873,0.898938,1.306286
916217344,58.141357,-12.642989,-80.305977,-0.612988,1.097718,0.810383
916219849,53.557613,-12.253269,-74.163994,-0.684107,0.933530,0.818326
916222355,46.598045,-11.260199,-68.130196,-0.781504,0.785284,1.049886
916224860,41.651119,-11.050190,-62.836742,-0.638974,0.550080,1.062816
916227365,38.903149,-12.347811,-59.441093,-0.550951,0.086087,1.060772
916229870,39.451180,-13.626314,-58.845898,-0.537724,-0.416886,0.915021
916232376,43.418232,-14.761494,-61.596294,-0.230096,-0.524805,1.013311
916234881,49.281193,-17.402441,-66.849525,-0.308746,-0.321156,1.281671
916237386,54.600170,-22.657267,-72.725143,-0.496639,-0.013737,1.235659
916239891,58.945629,-30.776064,-77.829155,-0.368531,0.280760,1.182048
916242397,59.450130,-39.153389,-81.344681,-0.411437,0.572739,1.229327
916244902,57.878674,-45.716171,-83.566879,-0.290360,0.501994,0.751116
916247407,54.470123,-47.608448,-83.749290,-0.000353,0.771994,0.147406
916249913,52.272308,-45.916065,-82.395744,-0.220324,1.046752,0.470434
916252418,51.411488,-43.311966,-80.192169,-0.394957,0.591592,0.664970
916254923,51.283909,-41.798912,-78.483871,-0.158022,0.462198,0.181701
916257428,48.966801,-39.371380,-78.458305,-0.045002,0.419170,0.137795
916259934,41.109512,-34.453838,-80.516327,0.111236,0.210785,0.586187
916262439,30.821451,-31.359959,-84.093475,-0.127721,0.227169,1.136361
916264944,22.545578,-31.060482,-87.394539,-0.130089,0.489835,0.634906
916267449,16.032835,-31.067240,-89.249504,0.236607,0.667021,-0.242941
916269955,7.564197,-27.434370,-89.859444,0.091177,0.726252,0.168667
916272460,-0.724571,-22.343742,-89.914322,-0.094346,0.536847,0.814178
916274966,-4.443715,-19.860325,-89.458847,-0.169439,0.439654,0.620203
916277471,-0.912451,-19.976818,-88.806000,-0.257215,0.340601,0.193676
916279976,2.924117,-19.238367,-88.815086,-0.229835,0.291398,0.059344
916282481,4.143929,-17.770634,-90.082306,-0.459304,0.258300,0.627063
916284987,3.111793,-16.670586,-91.889275,-0.732170,0.120110,0.719657
916287492,5.553887,-17.691120,-93.784584,-0.442791,0.077178,0.684241
916289997,6.165277,-18.599735,-94.338745,-0.320699,0.616028,0.875122
916292503,6.530145,-18.173439,-94.276505,-0.029356,0.496467,1.153135
916295008,1.896268,-15.511150,-93.452682,0.149161,0.500951,1.415793
916297513,-3.770516,-14.309050,-93.059540,-0.486811,0.670018,2.015436
916300019,-8.643471,-15.173250,-92.623161,-0.599277,0.154678,1.656939
916302524,-6.446588,-19.852613,-92.360931,-0.497911,0.052877,1.254476
916305029,2.511363,-24.577589,-92.124138,-0.636939,0.209932,1.047392
916307534,14.328644,-26.133825,-91.815201,-0.459688,0.269575,0.152057
916310040,21.875938,-22.227007,-91.209778,-0.285611,0.517106,0.233191
916312545,22.231482,-15.419358,-90.011833,-0.676083,0.919247,1.353965
916315050,18.688654,-9.351830,-88.440880,-0.381524,0.409134,1.108110
916317555,15.330209,-6.022758,-86.404808,-0.157612,0.468003,0.997346
916320061,13.068229,-4.640723,-83.598404,-0.389590,1.047404,1.727148
916322566,10.015525,-5.330080,-80.379219,-0.178015,0.640012,1.913229
916325071,10.074354,-10.938745,-77.205963,-0.362027,0.199315,1.901294
916327577,17.202435,-19.084112,-74.500999,-0.352827,0.341178,1.433600
916330082,26.891356,-27.158319,-72.896141,-0.241832,0.300533,0.587026
916332587,34.447876,-30.973408,-72.829628,-0.620780,0.078451,0.226334
916335093,39.807858,-28.280756,-73.921822,-0.224010,0.029582,-0.307292
916337598,43.089149,-18.721291,-74.715851,0.182403,0.693436,-0.079711
916340103,46.484680,-7.042086,-73.313301,-0.250183,1.067060,1.571543
916342608,52.558796,-0.416249,-69.228287,-0.240285,0.962770,2.336292
916345114,58.638229,-2.493821,-63.688690,-0.018449,1.164076,2.365749
916347619,60.644115,-11.574438,-58.243504,-0.481883,1.130306,2.393667
916350124,56.746506,-23.097258,-53.702690,-0.553184,0.819131,1.552753
916352630,49.499874,-33.468239,-50.050644,-0.720719,1.145451,0.886378
916355135,45.414715,-37.627594,-46.609402,-0.566591,0.605159,0.139301
916357640,42.786270,-34.420296,-44.152580,-0.199268,0.131491,0.320458
916360145,40.281452,-27.493122,-43.973648,-0.536607,0.160631,1.271337
916362651,37.480236,-21.222893,-46.829021,-0.424633,-0.456299,0.994156
916365156,39.015335,-19.309633,-52.640514,-0.095618,-0.803400,0.801574
916367661,44.701370,-20.783464,-60.733891,0.110101,-0.286083,0.893823
916370166,48.197010,-21.953550,-69.908096,0.393364,-0.058642,-0.302337
916372672,47.850700,-19.545506,-78.679344,0.477482,-0.216157,-0.488863
916375177,43.171574,-11.982457,-86.246773,0.507786,0.240534,-0.276883
916377682,32.822491,-1.029374,-93.042068,0.973016,0.598395,-0.224284
916380188,16.742325,10.937099,-97.990501,1.143981,0.948261,-0.253721
916382693,1.384457,21.001755,-98.651154,0.949360,2.146024,-0.149173
916385200,-4.178961,27.168564,-92.828857,0.191075,2.552437,-0.433158
916387704,-3.418997,32.538338,-82.125717,-0.083396,2.083192,-0.769851
916390209,-2.233065,38.152092,-71.361824,-0.378743,1.073780,0.611986
916392714,-8.103148,43.766262,-64.451164,-0.395233,0.772624,1.429640
916395219,-17.308321,46.047504,-62.218849,-0.016747,0.768211,1.508351
916397725,-25.466789,45.425804,-63.344601,0.179708,-0.014790,0.936238
916400230,-32.884766,43.359871,-67.756470,-0.051981,-0.416167,1.135567
916402735,-39.316963,39.548443,-76.003006,-0.125193,-0.915984,1.326051
916405241,-39.710560,33.449921,-86.773232,-0.845477,-0.987140,0.903034
916407746,-34.498943,27.793049,-98.349197,-0.639420,-0.814909,0.489733
916410251,-30.388340,23.709888,-108.697746,-0.575034,0.092451,1.781258
916412756,-30.431200,20.998913,-114.899384,-0.201661,1.115860,2.228811
916415262,-30.911194,15.283177,-115.483086,-0.004417,1.047231,1.924649
916417767,-27.995377,8.635314,-109.539352,-0.213850,2.018020,1.443968
916420272,-27.222372,2.755971,-99.460381,-0.481506,1.971849,1.486001
916422777,-33.458691,-1.075631,-88.310600,-0.644528,1.432983,2.522994
916425283,-43.400784,-6.665819,-80.372002,-0.961471,-0.029237,2.398033
916427788,-51.382355,-12.597678,-76.928673,-0.541707,-0.177835,1.332956
916430293,-56.068104,-17.474976,-76.642258,-0.532180,0.684572,1.413527
916432799,-58.499580,-19.056129,-77.977837,-0.677800,-0.060672,1.399537
916435304,-57.883377,-20.139297,-80.412338,-0.544556,-0.873939,1.066197
916437809,-51.170429,-23.148588,-84.398346,-0.675306,-0.464923,1.329562
916440314,-41.593105,-27.123520,-88.644218,-0.716346,-0.089382,0.720364
916442820,-37.442146,-27.951647,-91.999313,0.027246,0.253358,0.171093
916445325,-38.236603,-24.850668,-92.217155,-0.336723,0.976695,1.203197
916447830,-35.020279,-20.720747,-89.108826,-0.386657,0.477888,1.182906
916450335,-24.437031,-18.833965,-83.800720,-0.207166,0.087485,0.797893
916452841,-14.216199,-17.430220,-79.525124,0.092020,0.548200,1.171582
916455346,-10.445017,-17.126045,-77.536667,-0.340705,0.129073,1.520937
916457851,-9.529800,-17.913357,-77.848656,-0.102510,-0.307431,0.914030
916460357,-10.192348,-21.070288,-79.565506,-0.314423,0.236555,1.434903
916462862,-15.056695,-23.747574,-81.869553,-0.362470,0.382462,1.212226
916465367,-24.004911,-24.793978,-83.662117,-0.119253,0.210182,0.306459
916467872,-33.750221,-22.926701,-84.522118,-0.178372,0.406383,0.827282
916470378,-41.487911,-20.327887,-84.717690,-0.408085,0.258090,1.274791
916472883,-45.813812,-19.669626,-84.454552,-0.302868,0.192275,1.084626
916475388,-44.291641,-21.982401,-83.264046,-0.192979,0.564196,1.152064
916477894,-37.410580,-25.442747,-81.131592,-0.051447,0.337256,0.933270
916480399,-27.180798,-27.618372,-79.002609,0.195173,-0.307131,0.712185
916482904,-14.084802,-28.075724,-78.993828,0.093162,-0.563200,0.952999
916485410,-0.496583,-26.391100,-81.881485,-0.009577,-0.561390,0.846852
916487915,8.161013,-22.945431,-86.738876,0.447467,-0.028311,0.401878
916490420,14.807677,-20.358799,-90.867393,0.049673,0.520091,1.548380
916492926,21.571659,-20.764988,-91.925827,0.071591,0.623963,0.959043
916495431,25.709051,-22.042803,-89.586090,0.174519,1.216963,0.143817
916497952,21.797041,-19.577122,-85.008118,0.137473,1.330933,-0.057132
916500441,8.194196,-12.939810,-79.637611,-0.251127,0.769047,0.909529
916502947,-6.016696,-7.459670,-74.212311,-0.383231,0.974397,1.538082
916505452,-15.716660,-4.704952,-69.125893,-0.286683,0.384853,0.906307
916507957,-20.419830,-3.458442,-64.311028,-0.095144,0.975878,0.676188
916510463,-21.405724,-1.895917,-60.356396,-0.396215,-0.077504,0.904084
916512968,-19.463459,-1.476762,-57.754181,-0.411614,0.070095,1.228248
916515473,-15.258098,-3.656264,-57.906261,-0.501555,-0.635854,1.371431
916517979,-7.755868,-7.947587,-60.328140,-0.572748,-0.595156,0.929659
916520484,3.402894,-10.216804,-64.386108,-0.002860,-0.781511,-0.138618
916522989,14.925323,-8.893596,-69.208351,0.251859,-0.792541,0.539378
916525494,26.872780,-5.561146,-74.321205,-0.510076,-0.310352,1.377443
916528000,38.695972,-1.745736,-78.642220,0.000142,-0.448960,0.169049
916530505,45.581722,0.772728,-80.892998,0.134980,0.646997,1.418086
916533010,42.109280,0.885792,-80.697464,-0.366288,1.316975,2.720597
916535515,31.690308,-3.651957,-77.417191,-0.254263,0.900474,1.105946
916538021,20.838629,-9.420030,-71.052483,-0.024251,1.255837,0.397336
916540526,12.050594,-12.332368,-62.917606,-0.366484,1.347235,0.737027
916543031,6.731611,-11.525188,-55.193947,-0.374832,0.130368,0.223870
916545537,8.419497,-7.530268,-49.716846,-0.341726,-0.303047,0.051424
916548042,13.037248,-0.715581,-47.928520,-0.031813,-0.272240,0.539147
916550547,16.629627,6.723309,-50.496391,-0.183396,-0.959673,1.228606
916553053,24.010279,11.388330,-56.734688,-0.292474,-1.545756,0.811325
916555558,37.612831,11.208730,-64.666573,-0.333271,-0.789848,0.982554
916558063,50.608971,7.437688,-72.196983,-0.359793,-0.057125,1.618278
916560569,57.085915,1.821064,-78.200676,-0.176196,-0.096168,1.276344
916563074,58.623188,-2.659258,-82.238358,0.203526,0.045731,0.887881
916565579,57.532936,-4.966455,-83.765831,-0.025425,0.647301,0.574525
916568084,55.398312,-3.879320,-83.083534,-0.139397,0.743301,0.027099
916570590,49.965706,1.389246,-80.541283,0.152634,0.774828,-0.253899
916573095,41.667294,8.291179,-77.431427,0.442452,1.150004,0.789256
916575600,35.501514,13.432387,-73.917480,0.022238,0.435647,1.292530
916578105,34.700768,15.547786,-71.171997,0.352804,-0.072805,-0.231568
916580611,32.077652,17.362879,-70.300941,0.523326,0.460402,0.639829
916583116,21.968203,19.962723,-72.003105,0.461361,0.616262,1.013977
916585621,7.963431,22.193222,-74.723846,0.491583,-0.226520,0.200519
916588127,4.188401,24.441381,-76.209526,0.089527,0.324596,-0.372637
916590632,7.351901,27.975721,-76.135979,-0.374469,0.639247,0.007838
916593137,10.508706,34.788647,-74.705925,-0.474549,0.751424,0.173496
916595642,11.956544,42.079197,-72.053871,-0.166386,0.422178,0.562213
916598148,18.523621,44.390057,-68.485756,-0.346616,0.278512,2.010588
916600653,26.437759,40.074974,-65.029556,-0.563420,0.202096,1.997164
916603158,26.933439,30.707735,-64.551300,-0.011591,0.866834,2.467875
916605664,14.154951,22.292648,-66.138649,-0.448159,-0.398483,1.244985
916608169,6.982453,15.295358,-69.252319,-0.162779,-0.103104,1.128113
916610678,7.235774,12.448906,-72.000877,-0.139372,-0.807557,0.600498
916613180,16.807991,11.085093,-75.258621,-0.182270,0.344724,1.861443
916615685,28.453323,10.217072,-79.611694,-0.235945,-1.252615,1.407464
916618190,41.073586,8.133345,-83.613174,0.196743,0.201411,0.593774
916620695,44.066463,6.204568,-86.183647,0.031657,1.318892,1.723159
916623201,40.108925,1.628930,-84.927979,-0.554744,0.975630,1.962286
916625706,34.258308,-4.726157,-80.949974,-0.609757,0.787808,0.446475
916628211,28.397160,-8.418482,-73.801292,-0.543545,2.034436,0.484791
916630716,27.640514,-6.514451,-64.147194,-0.902551,1.536018,0.151202
916633222,30.711220,-1.328806,-51.817272,-0.373436,0.939403,0.540188
916635727,41.148933,4.416449,-38.480328,-0.256166,2.069837,1.100935
916638232,47.142143,9.302029,-25.557199,-0.087790,1.333069,1.413339
916640738,51.927021,10.728919,-15.199627,-0.472059,0.404787,2.304494
916643243,63.492489,3.674780,-9.290859,-0.648990,-0.523216,2.423983
916645748,78.671379,-7.846107,-9.548959,-0.381518,-0.831288,1.274919
916648254,89.171036,-18.445133,-14.571921,-0.147539,-0.246687,0.898576
916650759,93.578918,-23.575790,-21.534389,-0.452032,-0.167073,1.318525
916653264,98.043358,-26.520414,-27.633165,-0.616022,-0.219821,0.867382
916655769,101.524704,-25.582491,-31.882681,-0.414289,0.372589,0.008909
916658274,96.227036,-21.144215,-34.317261,-0.195899,0.956796,0.153742
916660780,81.605095,-14.603093,-35.550812,-0.265319,0.525252,1.076137
916663285,67.530334,-10.682302,-35.289291,-0.027228,0.532900,1.213904
916665790,58.510479,-10.163109,-33.373058,0.103897,1.120590,1.407997
916668296,53.510914,-12.741712,-30.281078,-0.357755,0.794248,1.874364
916670801,52.777931,-16.646183,-27.820368,-0.425950,-0.053098,1.163217
916673306,57.166576,-20.652122,-27.440340,-0.311495,-0.321218,0.645075
916675812,62.595360,-22.393473,-29.897320,-0.400191,-0.161558,0.761568
916678317,65.348633,-22.609941,-34.818970,-0.429858,-0.245714,0.843608
916680822,64.875778,-21.977118,-40.935032,-0.306677,-0.068116,0.896951
916683327,62.146385,-20.744999,-46.129288,-0.122735,0.352582,1.071545
916685833,58.010536,-18.794361,-49.373573,-0.039544,0.383888,1.188560
916688338,54.113644,-16.790260,-50.739273,0.017750,0.299389,1.240231
916690843,49.545616,-16.008110,-51.141155,-0.157375,0.620835,1.343595
916693349,42.602634,-17.180040,-50.941704,-0.390111,0.917491,1.532826
916695854,34.686516,-21.154362,-50.152058,-0.556712,0.732573,1.383330
916698359,29.084745,-26.342392,-48.773319,-0.402698,0.680192,1.317022
916700864,27.075436,-30.915178,-47.161167,-0.117595,0.629412,1.482634
916703370,27.989162,-33.715607,-46.032417,0.069798,0.445759,1.695348
916705875,28.841694,-35.237213,-45.318817,0.175474,0.623302,1.920236
916708380,29.511677,-37.794666,-44.248085,0.230738,1.167098,2.489949
916710886,28.661861,-45.346481,-42.297348,0.226813,1.243810,3.126198
916713391,25.014109,-58.685917,-39.528030,0.250677,1.077499,2.515474
916715896,19.420132,-74.096283,-37.069035,0.408621,1.120499,0.925892
916718401,6.201456,-78.697586,-34.627430,0.930430,1.084477,-0.486744
916720907,-5.686271,-74.720726,-32.070232,0.754276,1.090572,0.290541
916723412,-6.983016,-66.955147,-28.131721,0.178693,0.461269,1.663749
916725917,6.036671,-63.661518,-23.429003,0.774734,0.732964,0.921699
916728423,20.092386,-57.744759,-20.045364,1.160264,0.542916,-0.030636
916730928,24.527374,-47.884209,-19.508017,1.123747,0.207265,0.503018
916733433,21.418434,-39.426727,-21.983267,0.501205,0.168206,1.785733
916735938,15.884923,-38.753117,-26.019295,0.311458,0.388895,1.808489
916738444,8.469136,-42.643097,-30.565145,0.607199,0.478539,0.628109
916740949,0.134574,-44.045910,-34.059731,0.984940,0.537476,-0.184702
916743454,-7.238480,-37.060974,-35.741417,1.077404,0.735523,-0.403134
916745960,-13.282535,-22.780670,-35.982899,1.155514,0.658346,-0.208404
916748465,-16.102388,-6.915905,-35.255424,0.814986,0.586515,0.714529
916750970,-15.445225,2.994677,-34.158154,0.547682,0.728531,1.320870
916753475,-14.231651,4.573600,-32.939304,0.477429,0.896650,1.299235
916755981,-14.230797,0.736687,-31.693174,0.450077,0.825598,0.877165
916758486,-16.726364,-3.957301,-30.443758,0.457288,0.635668,0.671353
916760991,-19.772648,-5.793291,-29.354177,0.549094,0.646198,0.701393
916763497,-24.709068,-4.773275,-28.661938,0.538763,0.608503,0.903402
916766002,-28.917164,-1.258060,-27.954969,0.366767,0.611534,1.230709
916768507,-29.651625,0.135553,-27.093876,0.245296,0.481893,1.350873
916771012,-29.956665,0.316814,-26.970245,0.209776,0.250437,1.245258
916773518,-33.789276,-1.206926,-28.239597,0.486847,0.400673,1.124920
916776023,-40.604416,-2.855702,-30.286755,0.375195,0.482120,1.148714
916778528,-47.848026,-4.204403,-31.602831,0.584965,0.552579,1.020783
916781033,-51.927540,-5.612406,-31.597515,0.653251,0.668098,1.154679
916783539,-51.624390,-7.137279,-30.396967,0.502153,0.493390,1.078914
916786044,-50.166759,-6.531922,-28.943363,0.743734,0.404586,0.387665
916788550,-49.016338,-2.946382,-27.649647,0.805349,0.539565,0.370432
916791055,-49.571178,2.158842,-27.066372,0.396669,0.374121,1.161386
916793560,-49.451725,4.287506,-26.991327,0.372215,0.194753,1.403473
916796065,-48.169437,2.528942,-27.553923,0.440626,0.295776,1.230932
